0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
198.9546,947.25476,0.0,254.74934,246.04893,0.0,420.63245,442.68063,0.0,115.99713,0.0,138.9348,320.8677,181.4639,0.0,660.7712
39.054802,204.3751,0.0,51.572132,58.646008,0.0,93.4773,93.0946,0.0,29.446716,0.0,23.906395,72.608864,36.244118,3.9577682,132.91405
47.86508,248.1496,0.0,63.09046,69.71886,0.0,112.73499,113.287056,0.0,34.81963,0.0,29.915497,87.24055,44.538754,3.5744278,163.09055
134.80875,653.9979,0.0,172.79034,172.52869,0.0,292.83417,303.81967,0.0,83.31382,0.0,92.34473,223.74529,122.990944,0.0,450.21378
17.603006,45.597225,12.705166,0.0,12.814011,0.0,0.0,0.0,0.0,110.68174,33.941967,0.0,13.676132,2.6243255,43.949352,15.404853
39.61829,98.047455,38.652447,0.0,31.847921,0.0,0.0,0.0,0.0,250.32463,69.24988,0.0,31.301523,7.565815,102.044846,33.47366
3.3299468,9.426809,0.5349317,1.0070848,2.911998,0.0,0.0,0.0,0.0,20.451303,9.28065,0.0,1.2994117,1.3977208,7.6322603,5.4614077
555.1386,2554.5093,0.0,718.5799,649.369,0.0,1110.2046,1212.1223,0.0,276.53546,24.465124,397.89908,846.4459,516.341,0.0,1829.1299
3.4221578,9.647419,0.7052457,0.9004081,3.0016296,0.0,0.0,0.0,0.0,20.880404,9.333508,0.0,1.4597619,1.3842196,7.856616,5.5559287
12.359916,67.516266,0.0,15.7980175,22.226496,0.0,32.641056,30.610918,0.0,11.681937,0.0,5.697378,25.903994,11.097849,3.8041637,40.33027
1.6038082,12.343242,0.0,2.2779436,4.8736296,0.0,5.838542,6.4328446,0.0,2.698067,0.0,0.40055603,5.5574956,2.1760807,1.1535627,6.1509027
53.021027,133.54384,56.863144,0.0,44.47334,0.0,0.0,0.0,0.0,343.46555,91.01432,0.0,43.7376,12.284028,139.82259,45.718018
13.149336,35.030907,9.456764,0.0,9.443454,0.0,0.0,0.0,0.0,82.57028,25.877851,0.0,10.799719,1.9268576,32.816963,12.250131
0.06271118,3.9359813,0.0,0.5395227,1.1478213,0.0,1.8881528,2.6966724,0.0,0.9998615,0.0,0.11573309,1.6341712,1.178228,0.0,2.0965283
21.053795,53.80794,16.655384,0.0,15.737459,0.0,0.0,0.0,0.0,132.3375,39.55504,0.0,16.475607,3.3198571,53.0251,18.228752
0.72831726,7.4644613,0.0,1.010872,1.6835368,0.0,3.4912438,4.549531,0.0,1.1497107,0.0,0.0,3.2148783,1.9749621,0.0,4.1890106
11.860055,64.59881,0.0,15.053415,21.244041,0.0,31.355898,29.308569,0.0,11.217756,0.0,5.2490554,24.929583,10.603542,3.642229,38.453747
0.0,1.521979,0.0,0.104024135,0.8934447,0.0,0.46339947,1.1064658,0.0,0.85785544,0.34999824,0.4154402,0.3423876,0.471492,0.1932825,0.9330078
0.33128628,5.5318027,0.0,0.8180767,1.3735285,0.0,2.6814995,3.5882177,0.0,0.9635824,0.0,0.0,2.366804,1.6813006,0.0,3.092296
28.51953,71.8423,25.523643,0.0,22.39333,0.0,0.0,0.0,0.0,179.85208,51.29595,0.0,22.699007,5.030475,72.99305,24.563908
51.536785,129.50293,55.12558,0.0,43.11505,0.0,0.0,0.0,0.0,332.96228,88.47659,0.0,42.44188,11.750147,135.70837,44.376213
0.46441022,2.3703399,0.0,0.18315017,0.97798073,0.0,0.0,1.2478894,0.0,1.6812668,1.2512692,0.76903147,0.31258932,0.7465382,0.7062285,1.9938959
438.41058,2029.9602,0.0,565.9633,519.2257,0.0,885.9621,960.68427,0.0,226.57599,15.491319,313.92862,676.2953,405.22363,0.0,1446.251
5.7965117,14.779301,2.6927438,0.88366,4.181736,0.0,0.0,0.0,0.0,35.177,14.319942,0.0,3.224957,1.4306893,13.487313,6.5234237
41.816635,103.38142,41.562992,0.0,33.838387,0.0,0.0,0.0,0.0,264.39893,72.59896,0.0,33.204727,8.133816,107.929695,35.37825
46.214943,239.81786,0.0,60.819897,67.3431,0.0,109.1612,109.453,0.0,33.758915,0.0,28.504705,84.510414,42.961926,3.4974706,157.2952
3.3067517,20.180502,0.0,4.0928774,7.488102,0.0,9.944288,9.669407,0.0,3.8766222,0.0,0.6890174,8.6850195,3.4803224,1.7337482,10.762155
113.31995,555.7389,0.0,146.02797,147.87239,0.0,249.35864,257.306,0.0,71.97753,0.0,76.57083,190.73909,103.75177,0.0,379.92746
1.8258845,4.8613067,0.0,0.72267294,1.5388268,0.0,0.0,0.9519455,0.0,8.922699,5.258017,0.066180766,0.09926432,0.9468248,3.4921021,3.9372196
54.736313,138.09033,59.15026,0.0,46.054897,0.0,0.0,0.0,0.0,355.551,93.88712,0.0,45.277313,12.911594,144.63565,47.230732
9.342286,24.061502,5.1958594,0.30100745,6.5525026,0.0,0.0,0.0,0.0,57.49473,20.614456,0.0,6.289065,1.6717855,22.402733,9.263909
3.919962,11.051414,1.1866584,1.0541819,3.4630904,0.0,0.0,0.0,0.0,24.81952,10.626752,0.0,1.9869983,1.4759103,9.359706,5.7204323
0.012305576,2.1272626,0.0,0.0,1.177203,0.0,0.42412937,1.2060208,0.0,0.87359846,0.2950911,0.6355387,0.45898095,0.63631696,0.2685433,1.5826881
6.513474,16.41699,2.8854935,0.9910886,4.546028,0.0,0.0,0.0,0.0,39.561848,15.871677,0.0,3.5305707,1.4708112,15.128536,7.0030103
155.86322,435.4789,218.58614,0.0,157.91669,0.0,0.0,0.0,0.0,1115.8949,270.60147,0.0,177.0432,53.870773,444.42218,141.40419
0.96133476,9.226485,0.0,1.5962527,3.4884202,0.0,4.3114405,5.1723275,0.0,2.09135,0.0,0.34761027,4.105677,1.7185998,0.7173797,4.504297
1.9935597,5.2301593,0.0,0.7390588,1.5680385,0.0,0.0,0.78411424,0.0,10.023424,5.7306523,0.0,0.13140023,0.9396504,3.8711143,4.0424514
51.628624,129.84389,54.78549,0.0,43.15253,0.0,0.0,0.0,0.0,333.5269,88.7139,0.0,42.411694,11.737922,135.80603,44.473167
0.23316365,4.50996,0.0,0.5006987,1.2886072,0.0,2.0190833,2.9602835,0.0,1.3175626,0.0,0.32473552,1.8842086,1.1550364,0.051143274,2.4157226
22.018324,56.094025,18.036755,0.0,16.610065,0.0,0.0,0.0,0.0,138.34686,40.99689,0.0,17.368557,3.5355864,55.64298,19.071344
2.0233452,5.3847723,0.0,0.5151578,1.513189,0.0,0.0,0.82953143,0.0,9.745277,5.4015465,0.0,0.30025822,0.8412495,3.8603036,4.2974706
26.120125,66.37228,22.288588,0.0,20.270687,0.0,0.0,0.0,0.0,164.90286,47.629196,0.0,20.71223,4.506495,66.57656,22.63721
9.478102,24.38564,5.5277658,0.083292864,6.686383,0.0,0.0,0.0,0.0,58.130917,20.592424,0.0,6.574036,1.64663,22.763481,9.368384
51.56612,129.61395,55.006042,0.0,43.125893,0.0,0.0,0.0,0.0,333.14035,88.55432,0.0,42.429535,11.745133,135.7357,44.4075
80.4276,207.30797,99.955986,0.0,71.89843,0.0,0.0,0.0,0.0,542.6935,140.34804,0.0,73.70961,23.106916,220.40884,68.185646
0.0924474,4.082545,0.0,0.52738255,1.1575285,0.0,1.9404894,2.767779,0.0,1.049818,0.0,0.13269323,1.6978525,1.1751311,0.0,2.1797311
35.83583,89.20467,33.4822,0.0,28.524628,0.0,0.0,0.0,0.0,226.48903,63.430027,0.0,28.12645,6.660627,92.0011,30.35247
8.647296,46.82689,0.0,10.812413,16.047237,0.0,22.880333,21.40311,0.0,8.595147,0.0,3.2733035,18.454203,7.7813864,3.0502312,27.214382
2.2079945,5.996475,0.0,0.9720943,1.9259759,0.0,0.0,0.52482975,0.0,12.507109,6.801142,0.0,0.1501225,1.1215124,4.673627,4.1493945
44.890583,111.123795,45.61031,0.0,36.690063,0.0,0.0,0.0,0.0,284.60608,77.323296,0.0,35.95523,9.022054,116.29613,38.13775
40.368862,210.98303,0.0,53.328133,60.40508,0.0,96.361984,96.13023,0.0,30.2795,0.0,24.877342,74.803764,37.48727,3.95692,137.4671
0.0,2.1987026,0.0,0.3775465,0.9631007,0.0,1.009279,1.7168467,0.0,0.89349556,0.03897471,0.2867515,0.79462856,0.72291774,0.09062995,1.0981032
0.1932237,4.6306043,0.0,0.5753586,1.2174135,0.0,2.1992939,3.0422885,0.0,1.0997597,0.0,0.102743834,1.9454956,1.2765057,0.0,2.5135179
33.81003,84.41521,31.020647,0.0,26.819496,0.0,0.0,0.0,0.0,213.65198,60.136898,0.0,26.538229,6.197547,86.71479,28.71765
18.993633,48.641273,14.758212,0.0,13.975568,0.0,0.0,0.0,0.0,119.03845,36.084568,0.0,14.875895,2.8712676,47.625572,16.48548
1.2035928,4.675221,0.0,0.0,1.29886,0.0,0.3678991,1.9585017,0.0,2.332207,1.5813764,0.83046556,1.0559982,1.1590654,1.0308543,3.9682262
109.70801,293.94492,145.85495,0.0,106.658485,0.0,0.0,0.0,0.0,770.08344,193.3284,0.0,112.095634,35.008965,310.04755,94.62454
13.166339,35.04117,9.349934,0.0,9.454063,0.0,0.0,0.0,0.0,82.64101,25.957563,0.0,10.762108,1.9262604,32.82429,12.255218
143.80077,398.4002,199.34909,0.0,144.48044,0.0,0.0,0.0,0.0,1025.631,250.38278,0.0,159.88316,48.81079,409.70584,129.15456
10.873579,28.713615,6.420113,0.0,7.7066345,0.0,0.0,0.0,0.0,67.95939,23.141205,0.0,7.9390903,1.8631449,26.572876,10.6446905
0.8364727,7.6973367,0.0,0.9531637,1.7688344,0.0,3.4825776,4.576051,0.0,1.3651193,0.0,0.0,3.3247645,1.7944561,0.0,4.256804
76.280014,383.22278,0.0,99.607574,105.131935,0.0,172.94565,176.27034,0.0,51.546818,0.0,50.75233,133.0067,70.23215,2.3997788,257.7648
1.224052,4.3964963,0.0,0.1614839,1.2149178,0.0,0.024402522,1.8292892,0.0,2.902726,1.9978244,0.8696576,0.85067725,1.1225078,1.2258388,3.8209434
120.79768,590.094,0.0,155.34055,156.40858,0.0,264.55847,273.53763,0.0,75.955795,0.0,81.94221,202.25795,110.4725,0.0,404.43552
2.6265912,6.9949517,0.22667779,0.49985194,2.0375452,0.0,0.0,0.5567215,0.0,13.972813,6.9225297,0.0,0.75502557,1.008283,5.344004,4.8264914
7.393284,18.44099,3.7832856,0.6012593,5.158275,0.0,0.0,0.0,0.0,44.540867,17.135546,0.0,4.415482,1.4390647,17.282082,7.5709167
2.1441455,5.6109314,0.0,0.4663168,1.5706521,0.0,0.0,0.8098762,0.0,10.313416,5.590689,0.0,0.41390055,0.8412812,4.097643,4.3746943
25.906837,138.74648,0.0,34.185402,41.090195,0.0,64.23178,62.942158,0.0,21.087816,0.0,14.453115,50.216686,24.111195,4.1150203,87.96745
41.027348,214.12299,0.0,54.097782,60.98946,0.0,97.81589,97.592026,0.0,30.629831,0.0,25.111996,75.89915,38.08716,3.8050697,139.60086
0.0,1.8447448,0.0,0.0,1.2933542,0.0,0.7187242,1.2508775,0.0,0.6880399,0.0,0.55119044,0.5888426,0.5494171,0.052233767,1.2839785
21.684923,117.08767,0.0,28.365532,34.676067,0.0,54.63854,53.10106,0.0,18.147095,0.0,10.984193,42.827755,20.222612,3.7658184,73.24445
8.167792,20.687838,4.0501766,0.7321216,5.646156,0.0,0.0,0.0,0.0,49.932407,18.864214,0.0,4.936582,1.5692676,19.278654,8.230369
182.28421,520.556,260.0523,0.0,189.6751,0.0,0.0,0.0,0.0,1319.7838,314.80777,0.0,216.87372,66.25392,522.5476,170.22946
73.59923,370.60043,0.0,96.04788,101.389435,0.0,167.42433,170.39038,0.0,49.88187,0.0,48.365093,128.82779,67.835815,2.2424788,248.76752
2.8853111,7.9589515,0.2976914,0.74901545,2.3867848,0.0,0.0,0.26579714,0.0,16.592146,7.937234,0.0,0.9111803,1.201849,6.215567,5.0903873
51.01946,263.39047,0.0,67.00976,73.14253,0.0,119.60068,120.379616,0.0,36.589336,0.0,31.671436,92.452126,47.45373,3.1438532,173.58499
42.65256,105.440414,42.653076,0.0,34.60416,0.0,0.0,0.0,0.0,269.78598,73.867714,0.0,33.936832,8.356399,110.173904,36.116253
122.34101,332.73724,165.59608,0.0,120.706184,0.0,0.0,0.0,0.0,865.11786,214.39313,0.0,129.78395,40.030968,347.4574,107.50739
26.871637,68.08295,23.374962,0.0,20.945063,0.0,0.0,0.0,0.0,169.5604,48.74961,0.0,21.366444,4.6726184,68.60389,23.254623
1.2885596,10.539762,0.0,1.7130669,3.548726,0.0,4.9209514,5.6583314,0.0,2.0781531,0.0,0.042285606,4.7258754,1.9540254,0.5965482,5.321541
100.77236,267.112,132.0165,0.0,95.87477,0.0,0.0,0.0,0.0,700.1036,177.13614,0.0,100.125465,31.294945,282.6659,86.488495
7.897191,19.756556,4.257126,0.43638426,5.508342,0.0,0.0,0.0,0.0,47.625748,17.932364,0.0,4.9295893,1.460013,18.557415,7.960604
5.509059,14.346393,2.248008,1.1180326,4.060528,0.0,0.0,0.0,0.0,34.014877,14.053744,0.0,2.9377031,1.4964938,12.916804,6.3809824
23.981657,60.980186,20.273438,0.0,18.377504,0.0,0.0,0.0,0.0,150.95909,44.10296,0.0,19.04529,3.9988039,60.91276,20.80108
210.16895,998.65424,0.0,269.24985,258.86594,0.0,442.8703,467.1971,0.0,121.499916,0.0,146.75407,337.9214,191.90263,0.0,697.65674
16.63701,90.662575,0.0,21.574705,28.012014,0.0,42.892696,41.02544,0.0,14.745791,0.0,8.003016,33.757786,15.303799,3.8890145,55.563652
124.17343,338.50424,168.60123,0.0,122.813614,0.0,0.0,0.0,0.0,879.0928,217.37383,0.0,132.49426,40.772423,352.9935,109.48401
10.042519,54.397392,0.0,12.570426,18.237892,0.0,26.600914,24.83354,0.0,9.727818,0.0,4.0316153,21.347181,8.950503,3.2617683,31.941017
10.580179,27.758402,6.365288,0.0,7.5150657,0.0,0.0,0.0,0.0,65.72418,22.459616,0.0,7.7377777,1.7956915,25.768667,10.372419
129.60426,630.31305,0.0,166.28687,166.45673,0.0,282.3759,292.58923,0.0,80.57551,0.0,88.37441,215.79364,118.350395,0.0,433.20465
1.9550741,5.460486,0.0,0.20395575,1.5905389,0.0,0.0,1.3673586,0.0,6.957201,4.2590632,0.29663858,0.6555013,0.9735634,2.946397,4.714855
0.33871743,5.381264,0.0,0.6441738,1.3100243,0.0,2.5353148,3.4134696,0.0,1.187065,0.0,0.064978994,2.2804015,1.3994457,0.0,2.9555159
37.52493,93.04016,35.924473,0.0,29.99956,0.0,0.0,0.0,0.0,236.99973,65.996506,0.0,29.547037,7.0493135,96.4881,31.710812
0.5575834,6.524331,0.0,0.8109082,1.4985682,0.0,3.0392904,4.0135055,0.0,1.2301285,0.0,0.0,2.7904882,1.6622852,0.0,3.6103942
0.12307784,2.2642002,0.0,0.0,1.1162076,0.0,0.32875103,1.2343446,0.0,0.9765074,0.48879743,0.6660918,0.4332232,0.68733746,0.34537256,1.7238075
5.7208443,14.5728445,2.751959,0.8080263,4.1493716,0.0,0.0,0.0,0.0,34.607918,14.071038,0.0,3.2388036,1.410743,13.307184,6.465253
0.38616157,5.8535976,0.0,0.88553,1.4326941,0.0,2.8419824,3.7797036,0.0,0.94373775,0.0,0.0,2.5222745,1.7957734,0.0,3.293043
0.016052444,3.4805179,0.0,0.45894644,1.0858049,0.0,1.6350373,2.452444,0.0,1.0481583,0.0,0.21895278,1.4121107,1.0182415,0.033225447,1.8138427
5.2357683,29.174772,0.0,6.3888297,10.364464,0.0,14.310167,13.505529,0.0,5.3682823,0.0,1.4764022,11.885941,5.057225,2.3140345,16.354183
4.711553,12.627495,1.9705342,0.91414535,3.8546913,0.0,0.0,0.0,0.0,29.093487,12.010214,0.0,2.70193,1.4567695,11.117244,6.019181
2.5964236,7.345924,0.0,1.0041723,2.220159,0.0,0.0,0.18265086,0.0,15.539861,7.7514734,0.0,0.5104905,1.2015892,5.7538433,4.7308955
0.9507782,3.3628306,0.0,0.26030874,1.1127548,0.0,0.0,1.5174035,0.0,2.551097,1.8456202,0.8989963,0.5688502,0.96264684,1.0564289,2.9557283
36.413868,90.47645,34.37924,0.0,29.030327,0.0,0.0,0.0,0.0,230.03714,64.28798,0.0,28.619713,6.789508,93.542305,30.807493
112.72679,303.22324,150.64612,0.0,110.041794,0.0,0.0,0.0,0.0,792.80524,198.31352,0.0,116.36057,36.193336,319.03317,97.74214
12.774748,69.621666,0.0,16.246454,22.583931,0.0,33.666912,31.514273,0.0,11.928129,0.0,5.7725573,26.66008,11.424621,3.7622366,41.673214
0.10878834,4.2809234,0.0,0.6127332,1.1948758,0.0,2.0706294,2.8903093,0.0,0.96231854,0.0,0.03907485,1.7931632,1.3120085,0.0,2.3152342
1.2683562,10.510634,0.0,1.7287012,3.6431117,0.0,4.9100084,5.656692,0.0,2.135951,0.0,0.09474318,4.7239914,1.9331292,0.65571904,5.2709527
95.69083,473.96494,0.0,124.03778,127.832726,0.0,213.21515,218.82463,0.0,62.41228,0.0,64.35178,163.44716,87.788345,1.0495734,321.8788
8.362512,21.208147,4.286877,0.62264436,5.7976837,0.0,0.0,0.0,0.0,51.098022,19.106743,0.0,5.1817083,1.5735645,19.784975,8.3898325
419.2088,1943.6735,0.0,540.82556,497.43115,0.0,849.07184,919.46796,0.0,218.22958,13.8247385,299.57193,648.39435,387.06842,0.0,1383.168
0.0,2.4864182,0.0,0.0,1.7624785,0.0,1.1737118,1.5446525,0.0,0.74695474,0.0,0.62058187,1.0923904,0.63280386,0.0,1.7854896
15.931811,86.55091,0.0,20.463644,26.532478,0.0,41.209393,39.238598,0.0,14.094131,0.0,7.217774,32.49025,14.602189,3.5766337,52.822933
67.41534,341.67465,0.0,88.28056,94.153275,0.0,154.3965,156.81766,0.0,46.418705,0.0,44.103947,118.9085,62.29649,2.7756865,228.4544
94.22285,247.74706,121.62472,0.0,87.890816,0.0,0.0,0.0,0.0,649.06366,165.3885,0.0,91.376915,28.710623,262.534,80.5742
3.0763617,19.302841,0.0,3.9759169,7.430922,0.0,9.479434,9.289033,0.0,3.8284643,0.0,0.80462915,8.284205,3.3387508,1.8412733,10.210312
107.314125,527.99725,0.0,138.54572,141.04742,0.0,237.09348,244.2281,0.0,68.75014,0.0,72.35372,181.46472,98.329185,0.092938006,360.19247
30.749928,77.05991,27.736977,0.0,24.289196,0.0,0.0,0.0,0.0,194.08954,54.98968,0.0,24.258413,5.510757,78.79982,26.264633
0.29483652,4.8284216,0.0,0.5388844,1.3640497,0.0,2.135143,3.1180496,0.0,1.4205587,0.0,0.34024453,2.0274706,1.2004986,0.06624313,2.5827096
4.8025026,27.052397,0.0,5.9018927,9.844207,0.0,13.313269,12.586243,0.0,5.07237,0.0,1.3443329,11.142456,4.6726503,2.292214,14.997618
1.3999684,11.266398,0.0,1.9871074,4.313804,0.0,5.292893,5.997001,0.0,2.4706662,0.0,0.29015002,5.1070127,2.011119,0.9556612,5.56743
4.7708364,12.800403,1.9044545,0.9969842,3.8683176,0.0,0.0,0.0,0.0,29.587576,12.248589,0.0,2.6812468,1.477695,11.259788,6.052791
180.45303,862.30493,0.0,230.91869,224.92468,0.0,383.8702,402.28613,0.0,106.770996,0.0,125.98305,292.79846,164.29752,0.0,599.8399
2.1704342,15.1566925,0.0,2.9881148,6.0106473,0.0,7.29705,7.564672,0.0,3.165628,0.0,0.58619916,6.6723557,2.6400664,1.4777257,7.7672744
86.532585,431.16104,0.0,112.50986,117.13954,0.0,194.30144,198.75365,0.0,57.292084,0.0,57.916885,149.18005,79.481384,1.6508871,291.58362
73.170815,186.16165,87.67506,0.0,64.24994,0.0,0.0,0.0,0.0,486.99167,126.81005,0.0,64.84206,19.789703,197.88953,61.56045
52.901833,133.33586,56.16976,0.0,44.307686,0.0,0.0,0.0,0.0,342.52313,90.91046,0.0,43.49858,12.186209,139.30046,45.62925
1.0793889,4.4052076,0.0,0.0,1.2764792,0.0,0.4404015,1.8875202,0.0,2.0237238,1.3789566,0.83318263,1.0060074,1.1218828,0.89258397,3.7171004
3.069577,8.622447,0.32179487,0.9541321,2.617289,0.0,0.0,0.055410996,0.0,18.408676,8.638435,0.0,1.0180111,1.3208448,6.835109,5.247928
14.681274,38.968906,9.866742,0.0,10.584554,0.0,0.0,0.0,0.0,92.66672,28.839935,0.0,11.65888,2.1660326,36.571,13.31004
5.5037136,30.35737,0.0,6.6432185,10.5759115,0.0,14.88811,14.024387,0.0,5.4942226,0.0,1.5230625,12.318372,5.279956,2.2695146,17.122614
18.915504,102.818726,0.0,24.700691,31.051718,0.0,48.245922,46.589333,0.0,16.304045,0.0,9.3182125,37.91958,17.599972,3.8317704,63.67121
57.21108,144.06953,62.47433,0.0,48.332577,0.0,0.0,0.0,0.0,372.17725,97.9865,0.0,47.493847,13.753747,151.2766,49.01769
0.33202514,5.5862355,0.0,0.8292615,1.4097555,0.0,2.7210014,3.6365564,0.0,0.9200495,0.0,0.0,2.407427,1.7313243,0.0,3.1334627
0.0,1.7937007,0.0,0.0,1.1831462,0.0,0.6785114,1.252431,0.0,0.71449834,0.0,0.49208698,0.54040056,0.54689395,0.08768843,1.1790191
16.338951,42.43192,12.099797,0.0,11.849561,0.0,0.0,0.0,0.0,102.44836,31.554152,0.0,12.930003,2.3947265,40.80697,14.455961
13.256176,35.256226,9.274618,0.0,9.514139,0.0,0.0,0.0,0.0,83.21256,26.180769,0.0,10.770348,1.940696,33.014027,12.322417
1.7902333,5.5701156,0.0,0.16415675,1.5827086,0.0,0.0,1.8771371,0.0,4.8871074,3.1909127,0.69828683,0.97405446,1.1898644,2.127662,4.931597
194.52196,560.3846,279.4566,0.0,204.68283,0.0,0.0,0.0,0.0,1414.8055,335.1847,0.0,235.747,72.12194,558.85223,183.815
6.7101398,16.855452,3.0447924,0.9263876,4.6838794,0.0,0.0,0.0,0.0,40.688675,16.1815,0.0,3.7016687,1.4640453,15.608539,7.11973
17.359226,44.92308,12.73055,0.0,12.6303835,0.0,0.0,0.0,0.0,109.00015,33.43836,0.0,13.562586,2.5744572,43.35716,15.214635
0.0,1.6565157,0.0,0.0,1.0696154,0.0,0.50578666,1.1200429,0.0,0.7758321,0.17973801,0.48522955,0.40439963,0.4973985,0.16630106,1.1171639
43.59068,227.12051,0.0,57.60527,64.627686,0.0,103.41158,103.55598,0.0,32.291676,0.0,27.205242,80.1628,40.536594,3.909358,148.59769
19.960224,108.09644,0.0,26.004068,32.12249,0.0,50.674187,49.044827,0.0,16.921316,0.0,9.702198,39.800465,18.610035,3.6269615,67.18623
15.752636,41.056976,11.652296,0.0,11.407874,0.0,0.0,0.0,0.0,98.762726,30.490252,0.0,12.556166,2.3002098,39.342285,14.035163
